datekey;date;year;quarter;month;week;day;productkey;productid;productname;category;subcategory;brand;customerkey;customerid;customername;location;gender;agegroup;channelkey;channeltype;salesamount;unitssold;rating;sentimentscore;productreturned
221;2023-08-09;2023;3;8;32;9;27;27;Product 27;Home & Garden;Subcat A;Brand W;33;33;Customer 33;California;Female;46-55;1;Website;3864.00;7;2;4.36;f
155;2023-06-04;2023;2;6;22;4;46;46;Product 46;Clothing;Subcat B;Brand Z;53;53;Customer 53;California;Female;46-55;1;Website;2431.52;7;3;4.08;f
310;2023-11-06;2023;4;11;45;6;44;44;Product 44;Toys;Subcat C;Brand X;53;53;Customer 53;California;Female;46-55;1;Website;861.40;10;3;3.77;t
306;2023-11-02;2023;4;11;44;2;1;1;Product 1;Clothing;Subcat B;Brand Y;77;77;Customer 77;California;Female;36-45;2;Mobile App;3504.83;7;5;4.57;f
62;2023-03-03;2023;1;3;9;3;12;12;Product 12;Home & Garden;Subcat A;Brand X;77;77;Customer 77;California;Female;36-45;1;Website;4304.43;9;2;3.29;t
99;2023-04-09;2023;2;4;14;9;12;12;Product 12;Home & Garden;Subcat A;Brand X;77;77;Customer 77;California;Female;36-45;2;Mobile App;1422.72;6;2;4.79;f
55;2023-02-24;2023;1;2;8;24;23;23;Product 23;Books;Subcat C;Brand W;25;25;Customer 25;California;Female;18-25;1;Website;649.85;5;2;3.56;f
6;2023-01-06;2023;1;1;1;6;21;21;Product 21;Clothing;Subcat A;Brand Y;37;37;Customer 37;California;Female;36-45;1;Website;838.46;7;4;3.37;f
330;2023-11-26;2023;4;11;47;26;11;11;Product 11;Clothing;Subcat C;Brand W;13;13;Customer 13;California;Female;46-55;2;Mobile App;757.36;4;4;3.84;f
194;2023-07-13;2023;3;7;28;13;31;31;Product 31;Clothing;Subcat B;Brand W;85;85;Customer 85;California;Female;18-25;2;Mobile App;2737.28;7;4;3.20;f
149;2023-05-29;2023;2;5;22;29;2;2;Product 2;Home & Garden;Subcat C;Brand Z;81;81;Customer 81;California;Female;26-35;2;Mobile App;1939.92;6;1;3.66;f
293;2023-10-20;2023;4;10;42;20;23;23;Product 23;Books;Subcat C;Brand W;53;53;Customer 53;California;Female;46-55;1;Website;3638.20;10;4;3.67;f
69;2023-03-10;2023;1;3;10;10;49;49;Product 49;Toys;Subcat B;Brand Y;81;81;Customer 81;California;Female;26-35;1;Website;888.30;3;2;3.68;f
308;2023-11-04;2023;4;11;44;4;3;3;Product 3;Books;Subcat A;Brand W;73;73;Customer 73;California;Female;46-55;1;Website;77.04;2;3;4.15;f
242;2023-08-30;2023;3;8;35;30;44;44;Product 44;Toys;Subcat C;Brand X;21;21;Customer 21;California;Female;26-35;1;Website;3966.48;9;1;4.48;f
303;2023-10-30;2023;4;10;44;30;1;1;Product 1;Clothing;Subcat B;Brand Y;97;97;Customer 97;California;Female;36-45;2;Mobile App;5301.63;9;1;3.70;f
275;2023-10-02;2023;4;10;40;2;41;41;Product 41;Clothing;Subcat C;Brand Y;97;97;Customer 97;California;Female;36-45;1;Website;686.20;2;3;4.73;f
249;2023-09-06;2023;3;9;36;6;43;43;Product 43;Books;Subcat B;Brand W;77;77;Customer 77;California;Female;36-45;1;Website;906.80;5;1;4.71;f
310;2023-11-06;2023;4;11;45;6;38;38;Product 38;Books;Subcat C;Brand Z;61;61;Customer 61;California;Female;26-35;1;Website;204.73;1;3;4.40;f
46;2023-02-15;2023;1;2;7;15;36;36;Product 36;Clothing;Subcat A;Brand X;21;21;Customer 21;California;Female;26-35;1;Website;362.16;4;2;3.84;f
218;2023-08-06;2023;3;8;31;6;17;17;Product 17;Home & Garden;Subcat C;Brand Y;5;5;Customer 5;California;Female;18-25;1;Website;298.08;8;4;4.34;f
316;2023-11-12;2023;4;11;45;12;31;31;Product 31;Clothing;Subcat B;Brand W;53;53;Customer 53;California;Female;46-55;1;Website;1574.64;9;4;3.53;f
126;2023-05-06;2023;2;5;18;6;44;44;Product 44;Toys;Subcat C;Brand X;61;61;Customer 61;California;Female;26-35;2;Mobile App;1800.40;4;2;3.52;f
16;2023-01-16;2023;1;1;3;16;42;42;Product 42;Home & Garden;Subcat A;Brand Z;65;65;Customer 65;California;Female;18-25;2;Mobile App;3024.14;7;3;4.25;f
27;2023-01-27;2023;1;1;4;27;17;17;Product 17;Home & Garden;Subcat C;Brand Y;37;37;Customer 37;California;Female;36-45;2;Mobile App;2713.92;8;4;3.98;f
85;2023-03-26;2023;1;3;12;26;16;16;Product 16;Clothing;Subcat B;Brand X;37;37;Customer 37;California;Female;36-45;1;Website;1740.88;8;5;4.74;f
275;2023-10-02;2023;4;10;40;2;19;19;Product 19;Toys;Subcat B;Brand W;81;81;Customer 81;California;Female;26-35;2;Mobile App;1300.00;10;4;4.12;f
266;2023-09-23;2023;3;9;38;23;8;8;Product 8;Books;Subcat C;Brand X;25;25;Customer 25;California;Female;18-25;2;Mobile App;2901.36;11;4;4.15;f
173;2023-06-22;2023;2;6;25;22;12;12;Product 12;Home & Garden;Subcat A;Brand X;53;53;Customer 53;California;Female;46-55;1;Website;1084.08;6;4;3.33;t
246;2023-09-03;2023;3;9;35;3;34;34;Product 34;Toys;Subcat B;Brand Z;41;41;Customer 41;California;Female;26-35;2;Mobile App;3702.18;6;2;3.04;f
186;2023-07-05;2023;3;7;27;5;9;9;Product 9;Toys;Subcat A;Brand Y;45;45;Customer 45;California;Female;18-25;2;Mobile App;5166.40;10;3;4.29;f
91;2023-04-01;2023;2;4;13;1;31;31;Product 31;Clothing;Subcat B;Brand W;53;53;Customer 53;California;Female;46-55;1;Website;3717.60;10;4;3.11;f
238;2023-08-26;2023;3;8;34;26;32;32;Product 32;Home & Garden;Subcat C;Brand X;81;81;Customer 81;California;Female;26-35;2;Mobile App;422.32;4;2;3.94;f
103;2023-04-13;2023;2;4;15;13;16;16;Product 16;Clothing;Subcat B;Brand X;41;41;Customer 41;California;Female;26-35;1;Website;1826.48;8;2;4.06;f
321;2023-11-17;2023;4;11;46;17;18;18;Product 18;Books;Subcat A;Brand Z;33;33;Customer 33;California;Female;46-55;2;Mobile App;2382.10;5;4;4.31;f
318;2023-11-14;2023;4;11;46;14;24;24;Product 24;Toys;Subcat A;Brand X;33;33;Customer 33;California;Female;46-55;2;Mobile App;1675.11;3;5;3.24;f
98;2023-04-08;2023;2;4;14;8;43;43;Product 43;Books;Subcat B;Brand W;1;1;Customer 1;California;Female;26-35;1;Website;586.48;2;2;3.68;f
65;2023-03-06;2023;1;3;10;6;8;8;Product 8;Books;Subcat C;Brand X;61;61;Customer 61;California;Female;26-35;1;Website;2476.20;10;2;3.25;t
147;2023-05-27;2023;2;5;21;27;24;24;Product 24;Toys;Subcat A;Brand X;53;53;Customer 53;California;Female;46-55;2;Mobile App;502.85;1;2;3.89;f
300;2023-10-27;2023;4;10;43;27;32;32;Product 32;Home & Garden;Subcat C;Brand X;93;93;Customer 93;California;Female;46-55;2;Mobile App;3775.05;9;1;4.03;t
49;2023-02-18;2023;1;2;7;18;14;14;Product 14;Toys;Subcat C;Brand Z;61;61;Customer 61;California;Female;26-35;1;Website;1715.60;4;3;4.05;f
260;2023-09-17;2023;3;9;37;17;29;29;Product 29;Toys;Subcat C;Brand Y;41;41;Customer 41;California;Female;26-35;1;Website;2909.12;8;2;4.43;f
240;2023-08-28;2023;3;8;35;28;29;29;Product 29;Toys;Subcat C;Brand Y;73;73;Customer 73;California;Female;46-55;1;Website;3228.48;9;2;4.93;t
279;2023-10-06;2023;4;10;40;6;41;41;Product 41;Clothing;Subcat C;Brand Y;77;77;Customer 77;California;Female;36-45;2;Mobile App;1819.50;3;3;4.77;t
136;2023-05-16;2023;2;5;20;16;34;34;Product 34;Toys;Subcat B;Brand Z;53;53;Customer 53;California;Female;46-55;2;Mobile App;1259.94;3;5;4.70;f
324;2023-11-20;2023;4;11;47;20;31;31;Product 31;Clothing;Subcat B;Brand W;61;61;Customer 61;California;Female;26-35;1;Website;1374.42;6;4;4.74;f
53;2023-02-22;2023;1;2;8;22;8;8;Product 8;Books;Subcat C;Brand X;5;5;Customer 5;California;Female;18-25;1;Website;2121.44;8;4;3.10;f
225;2023-08-13;2023;3;8;32;13;39;39;Product 39;Toys;Subcat A;Brand W;1;1;Customer 1;California;Female;26-35;1;Website;1145.76;6;4;4.50;t
117;2023-04-27;2023;2;4;17;27;2;2;Product 2;Home & Garden;Subcat C;Brand Z;17;17;Customer 17;California;Female;36-45;2;Mobile App;4102.96;8;1;4.43;f
159;2023-06-08;2023;2;6;23;8;39;39;Product 39;Toys;Subcat A;Brand W;41;41;Customer 41;California;Female;26-35;1;Website;1256.64;7;4;3.88;f
317;2023-11-13;2023;4;11;46;13;29;29;Product 29;Toys;Subcat C;Brand Y;65;65;Customer 65;California;Female;18-25;2;Mobile App;3037.37;7;3;4.67;f
258;2023-09-15;2023;3;9;37;15;39;39;Product 39;Toys;Subcat A;Brand W;1;1;Customer 1;California;Female;26-35;2;Mobile App;1950.04;4;4;3.10;f
245;2023-09-02;2023;3;9;35;2;2;2;Product 2;Home & Garden;Subcat C;Brand Z;17;17;Customer 17;California;Female;36-45;2;Mobile App;4800.20;10;2;3.61;f
248;2023-09-05;2023;3;9;36;5;49;49;Product 49;Toys;Subcat B;Brand Y;77;77;Customer 77;California;Female;36-45;1;Website;2622.00;6;5;4.18;f
59;2023-02-28;2023;1;2;9;28;17;17;Product 17;Home & Garden;Subcat C;Brand Y;41;41;Customer 41;California;Female;26-35;1;Website;1622.67;3;4;3.20;f
146;2023-05-26;2023;2;5;21;26;41;41;Product 41;Clothing;Subcat C;Brand Y;97;97;Customer 97;California;Female;36-45;1;Website;2410.02;9;3;4.26;f
114;2023-04-24;2023;2;4;17;24;39;39;Product 39;Toys;Subcat A;Brand W;65;65;Customer 65;California;Female;18-25;2;Mobile App;253.81;1;3;4.37;f
293;2023-10-20;2023;4;10;42;20;38;38;Product 38;Books;Subcat C;Brand Z;45;45;Customer 45;California;Female;18-25;1;Website;1020.88;2;2;4.16;f
142;2023-05-22;2023;2;5;21;22;46;46;Product 46;Clothing;Subcat B;Brand Z;85;85;Customer 85;California;Female;18-25;2;Mobile App;5415.75;9;5;3.07;f
81;2023-03-22;2023;1;3;12;22;49;49;Product 49;Toys;Subcat B;Brand Y;1;1;Customer 1;California;Female;26-35;1;Website;465.60;2;1;4.45;f
2;2023-01-02;2023;1;1;1;2;47;47;Product 47;Home & Garden;Subcat C;Brand W;65;65;Customer 65;California;Female;18-25;1;Website;1168.34;2;3;4.46;f
134;2023-05-14;2023;2;5;19;14;12;12;Product 12;Home & Garden;Subcat A;Brand X;5;5;Customer 5;California;Female;18-25;1;Website;552.70;5;3;3.30;f
19;2023-01-19;2023;1;1;3;19;42;42;Product 42;Home & Garden;Subcat A;Brand Z;41;41;Customer 41;California;Female;26-35;2;Mobile App;2401.44;6;1;3.60;f
186;2023-07-05;2023;3;7;27;5;18;18;Product 18;Books;Subcat A;Brand Z;81;81;Customer 81;California;Female;26-35;2;Mobile App;1420.00;10;2;3.93;f
85;2023-03-26;2023;1;3;12;26;27;27;Product 27;Home & Garden;Subcat A;Brand W;85;85;Customer 85;California;Female;18-25;2;Mobile App;1744.08;4;3;3.99;f
231;2023-08-19;2023;3;8;33;19;31;31;Product 31;Clothing;Subcat B;Brand W;1;1;Customer 1;California;Female;26-35;1;Website;560.08;8;4;3.62;f
228;2023-08-16;2023;3;8;33;16;34;34;Product 34;Toys;Subcat B;Brand Z;97;97;Customer 97;California;Female;36-45;1;Website;3038.08;8;2;4.69;f
229;2023-08-17;2023;3;8;33;17;32;32;Product 32;Home & Garden;Subcat C;Brand X;25;25;Customer 25;California;Female;18-25;1;Website;884.52;6;1;3.97;f
37;2023-02-06;2023;1;2;6;6;37;37;Product 37;Home & Garden;Subcat B;Brand Y;61;61;Customer 61;California;Female;26-35;2;Mobile App;1032.10;2;4;4.38;f
229;2023-08-17;2023;3;8;33;17;3;3;Product 3;Books;Subcat A;Brand W;85;85;Customer 85;California;Female;18-25;1;Website;2656.50;6;4;4.17;f
165;2023-06-14;2023;2;6;24;14;6;6;Product 6;Clothing;Subcat A;Brand Z;85;85;Customer 85;California;Female;18-25;1;Website;595.36;4;3;3.90;f
236;2023-08-24;2023;3;8;34;24;9;9;Product 9;Toys;Subcat A;Brand Y;73;73;Customer 73;California;Female;46-55;1;Website;1171.44;4;5;3.27;f
327;2023-11-23;2023;4;11;47;23;13;13;Product 13;Books;Subcat B;Brand Y;13;13;Customer 13;California;Female;46-55;2;Mobile App;2034.56;8;3;3.03;f
195;2023-07-14;2023;3;7;28;14;44;44;Product 44;Toys;Subcat C;Brand X;45;45;Customer 45;California;Female;18-25;1;Website;1091.52;8;3;4.67;f
116;2023-04-26;2023;2;4;17;26;47;47;Product 47;Home & Garden;Subcat C;Brand W;33;33;Customer 33;California;Female;46-55;2;Mobile App;565.51;11;3;4.74;f
150;2023-05-30;2023;2;5;22;30;41;41;Product 41;Clothing;Subcat C;Brand Y;61;61;Customer 61;California;Female;26-35;1;Website;425.94;3;2;4.02;f
40;2023-02-09;2023;1;2;6;9;9;9;Product 9;Toys;Subcat A;Brand Y;5;5;Customer 5;California;Female;18-25;1;Website;1233.36;4;4;3.40;f
183;2023-07-02;2023;3;7;26;2;8;8;Product 8;Books;Subcat C;Brand X;93;93;Customer 93;California;Female;46-55;1;Website;268.16;2;3;3.85;f
241;2023-08-29;2023;3;8;35;29;4;4;Product 4;Toys;Subcat B;Brand X;37;37;Customer 37;California;Female;36-45;2;Mobile App;2190.24;4;4;3.34;f
128;2023-05-08;2023;2;5;19;8;3;3;Product 3;Books;Subcat A;Brand W;45;45;Customer 45;California;Female;18-25;2;Mobile App;1021.80;10;3;4.54;f
150;2023-05-30;2023;2;5;22;30;8;8;Product 8;Books;Subcat C;Brand X;17;17;Customer 17;California;Female;36-45;1;Website;2606.87;7;2;4.64;f
101;2023-04-11;2023;2;4;15;11;19;19;Product 19;Toys;Subcat B;Brand W;73;73;Customer 73;California;Female;46-55;1;Website;3119.88;6;3;3.56;f
288;2023-10-15;2023;4;10;41;15;19;19;Product 19;Toys;Subcat B;Brand W;1;1;Customer 1;California;Female;26-35;2;Mobile App;1117.06;2;2;4.41;f
33;2023-02-02;2023;1;2;5;2;48;48;Product 48;Books;Subcat A;Brand X;81;81;Customer 81;California;Female;26-35;1;Website;2151.17;7;3;3.38;f
111;2023-04-21;2023;2;4;16;21;33;33;Product 33;Books;Subcat A;Brand Y;5;5;Customer 5;California;Female;18-25;1;Website;750.30;6;1;4.03;f
311;2023-11-07;2023;4;11;45;7;8;8;Product 8;Books;Subcat C;Brand X;45;45;Customer 45;California;Female;18-25;1;Website;973.98;7;4;4.61;f
323;2023-11-19;2023;4;11;46;19;37;37;Product 37;Home & Garden;Subcat B;Brand Y;33;33;Customer 33;California;Female;46-55;1;Website;3099.50;10;3;4.61;f
137;2023-05-17;2023;2;5;20;17;1;1;Product 1;Clothing;Subcat B;Brand Y;93;93;Customer 93;California;Female;46-55;2;Mobile App;3935.00;10;3;4.23;f
166;2023-06-15;2023;2;6;24;15;41;41;Product 41;Clothing;Subcat C;Brand Y;81;81;Customer 81;California;Female;26-35;1;Website;1183.14;3;3;4.33;f
156;2023-06-05;2023;2;6;23;5;28;28;Product 28;Books;Subcat B;Brand X;73;73;Customer 73;California;Female;46-55;2;Mobile App;1739.04;3;4;4.12;f
36;2023-02-05;2023;1;2;5;5;18;18;Product 18;Books;Subcat A;Brand Z;73;73;Customer 73;California;Female;46-55;2;Mobile App;1496.40;6;4;3.72;f
272;2023-09-29;2023;3;9;39;29;2;2;Product 2;Home & Garden;Subcat C;Brand Z;61;61;Customer 61;California;Female;26-35;1;Website;2211.18;6;4;3.03;f
15;2023-01-15;2023;1;1;2;15;33;33;Product 33;Books;Subcat A;Brand Y;53;53;Customer 53;California;Female;46-55;1;Website;3848.95;7;4;4.32;f
245;2023-09-02;2023;3;9;35;2;16;16;Product 16;Clothing;Subcat B;Brand X;41;41;Customer 41;California;Female;26-35;1;Website;1589.08;4;4;3.04;f
112;2023-04-22;2023;2;4;16;22;26;26;Product 26;Clothing;Subcat C;Brand Z;41;41;Customer 41;California;Female;26-35;1;Website;943.15;5;3;4.57;f
309;2023-11-05;2023;4;11;44;5;8;8;Product 8;Books;Subcat C;Brand X;57;57;Customer 57;California;Female;36-45;1;Website;2123.28;9;1;3.48;t
305;2023-11-01;2023;4;11;44;1;43;43;Product 43;Books;Subcat B;Brand W;73;73;Customer 73;California;Female;46-55;1;Website;5658.00;10;4;3.16;f
30;2023-01-30;2023;1;1;5;30;42;42;Product 42;Home & Garden;Subcat A;Brand Z;41;41;Customer 41;California;Female;26-35;2;Mobile App;2270.60;10;2;4.05;f
259;2023-09-16;2023;3;9;37;16;9;9;Product 9;Toys;Subcat A;Brand Y;13;13;Customer 13;California;Female;46-55;2;Mobile App;1597.38;6;4;4.46;f
251;2023-09-08;2023;3;9;36;8;37;37;Product 37;Home & Garden;Subcat B;Brand Y;65;65;Customer 65;California;Female;18-25;2;Mobile App;1265.00;4;2;3.19;f
346;2023-12-12;2023;4;12;50;12;26;26;Product 26;Clothing;Subcat C;Brand Z;45;45;Customer 45;California;Female;18-25;2;Mobile App;425.20;10;3;4.15;f
352;2023-12-18;2023;4;12;51;18;18;18;Product 18;Books;Subcat A;Brand Z;25;25;Customer 25;California;Female;18-25;1;Website;5207.76;6;2;3.43;t
365;2023-12-31;2023;4;12;52;31;32;32;Product 32;Home & Garden;Subcat C;Brand X;73;73;Customer 73;California;Female;46-55;1;Website;3073.73;11;5;3.72;f
359;2023-12-25;2023;4;12;52;25;47;47;Product 47;Home & Garden;Subcat C;Brand W;37;37;Customer 37;California;Female;36-45;2;Mobile App;3553.20;5;4;4.08;t
336;2023-12-02;2023;4;12;48;2;34;34;Product 34;Toys;Subcat B;Brand Z;1;1;Customer 1;California;Female;26-35;2;Mobile App;6628.20;10;5;4.30;f
361;2023-12-27;2023;4;12;52;27;47;47;Product 47;Home & Garden;Subcat C;Brand W;53;53;Customer 53;California;Female;46-55;2;Mobile App;8415.60;10;4;4.64;f
356;2023-12-22;2023;4;12;51;22;42;42;Product 42;Home & Garden;Subcat A;Brand Z;97;97;Customer 97;California;Female;36-45;2;Mobile App;719.80;4;2;3.30;t
365;2023-12-31;2023;4;12;52;31;22;22;Product 22;Home & Garden;Subcat B;Brand Z;57;57;Customer 57;California;Female;36-45;1;Website;590.72;1;3;3.87;f
356;2023-12-22;2023;4;12;51;22;44;44;Product 44;Toys;Subcat C;Brand X;81;81;Customer 81;California;Female;26-35;1;Website;1998.85;5;1;4.48;f
344;2023-12-10;2023;4;12;49;10;7;7;Product 7;Home & Garden;Subcat B;Brand W;5;5;Customer 5;California;Female;18-25;1;Website;2635.74;9;3;3.88;f
358;2023-12-24;2023;4;12;51;24;46;46;Product 46;Clothing;Subcat B;Brand Z;93;93;Customer 93;California;Female;46-55;1;Website;4671.85;5;1;4.10;t
364;2023-12-30;2023;4;12;52;30;24;24;Product 24;Toys;Subcat A;Brand X;85;85;Customer 85;California;Female;18-25;2;Mobile App;4680.56;8;4;4.74;f
359;2023-12-25;2023;4;12;52;25;2;2;Product 2;Home & Garden;Subcat C;Brand Z;21;21;Customer 21;California;Female;26-35;1;Website;1266.26;2;1;3.34;f
361;2023-12-27;2023;4;12;52;27;13;13;Product 13;Books;Subcat B;Brand Y;57;57;Customer 57;California;Female;36-45;2;Mobile App;2973.06;9;4;3.85;f
242;2023-08-30;2023;3;8;35;30;35;35;Product 35;Electronics;Subcat C;Brand W;1;1;Customer 1;California;Female;26-35;2;Mobile App;1508.04;6;5;5.00;f
238;2023-08-26;2023;3;8;34;26;30;30;Product 30;Electronics;Subcat A;Brand Z;1;1;Customer 1;California;Female;26-35;1;Website;568.20;3;5;5.00;f
226;2023-08-14;2023;3;8;33;14;45;45;Product 45;Electronics;Subcat A;Brand Y;81;81;Customer 81;California;Female;26-35;2;Mobile App;1724.01;3;5;5.00;f
293;2023-10-20;2023;4;10;42;20;5;5;Product 5;Electronics;Subcat C;Brand Y;45;45;Customer 45;California;Female;18-25;1;Website;3508.16;8;5;5.00;f
21;2023-01-21;2023;1;1;3;21;20;20;Product 20;Electronics;Subcat C;Brand X;33;33;Customer 33;California;Female;46-55;2;Mobile App;581.60;5;5;5.00;t
206;2023-07-25;2023;3;7;30;25;10;10;Product 10;Electronics;Subcat B;Brand Z;13;13;Customer 13;California;Female;46-55;2;Mobile App;424.01;1;5;5.00;f
54;2023-02-23;2023;1;2;8;23;40;40;Product 40;Electronics;Subcat B;Brand X;25;25;Customer 25;California;Female;18-25;1;Website;1197.66;6;5;5.00;f
31;2023-01-31;2023;1;1;5;31;50;50;Product 50;Electronics;Subcat C;Brand Z;25;25;Customer 25;California;Female;18-25;2;Mobile App;220.32;2;5;5.00;f
231;2023-08-19;2023;3;8;33;19;20;20;Product 20;Electronics;Subcat C;Brand X;1;1;Customer 1;California;Female;26-35;2;Mobile App;905.49;9;5;5.00;f
137;2023-05-17;2023;2;5;20;17;30;30;Product 30;Electronics;Subcat A;Brand Z;81;81;Customer 81;California;Female;26-35;2;Mobile App;2032.72;4;5;5.00;f
240;2023-08-28;2023;3;8;35;28;35;35;Product 35;Electronics;Subcat C;Brand W;61;61;Customer 61;California;Female;26-35;2;Mobile App;500.56;8;5;5.00;f
270;2023-09-27;2023;3;9;39;27;40;40;Product 40;Electronics;Subcat B;Brand X;17;17;Customer 17;California;Female;36-45;2;Mobile App;3675.40;10;5;5.00;f
88;2023-03-29;2023;1;3;13;29;40;40;Product 40;Electronics;Subcat B;Brand X;61;61;Customer 61;California;Female;26-35;2;Mobile App;5005.44;11;5;5.00;f
125;2023-05-05;2023;2;5;18;5;30;30;Product 30;Electronics;Subcat A;Brand Z;93;93;Customer 93;California;Female;46-55;1;Website;1305.04;4;5;5.00;t
230;2023-08-18;2023;3;8;33;18;35;35;Product 35;Electronics;Subcat C;Brand W;5;5;Customer 5;California;Female;18-25;1;Website;231.14;2;5;5.00;f
124;2023-05-04;2023;2;5;18;4;20;20;Product 20;Electronics;Subcat C;Brand X;85;85;Customer 85;California;Female;18-25;2;Mobile App;1249.16;4;5;5.00;f
36;2023-02-05;2023;1;2;5;5;20;20;Product 20;Electronics;Subcat C;Brand X;81;81;Customer 81;California;Female;26-35;1;Website;1337.46;3;5;5.00;f
229;2023-08-17;2023;3;8;33;17;45;45;Product 45;Electronics;Subcat A;Brand Y;21;21;Customer 21;California;Female;26-35;1;Website;1249.44;3;5;5.00;f
141;2023-05-21;2023;2;5;20;21;25;25;Product 25;Electronics;Subcat B;Brand Y;1;1;Customer 1;California;Female;26-35;2;Mobile App;498.92;2;5;5.00;f
306;2023-11-02;2023;4;11;44;2;30;30;Product 30;Electronics;Subcat A;Brand Z;41;41;Customer 41;California;Female;26-35;1;Website;2260.25;5;5;5.00;f
247;2023-09-04;2023;3;9;36;4;20;20;Product 20;Electronics;Subcat C;Brand X;81;81;Customer 81;California;Female;26-35;1;Website;2200.60;4;5;5.00;f
150;2023-05-30;2023;2;5;22;30;40;40;Product 40;Electronics;Subcat B;Brand X;17;17;Customer 17;California;Female;36-45;1;Website;246.06;9;5;5.00;f
318;2023-11-14;2023;4;11;46;14;15;15;Product 15;Electronics;Subcat A;Brand W;57;57;Customer 57;California;Female;36-45;2;Mobile App;4636.40;10;5;5.00;f
54;2023-02-23;2023;1;2;8;23;15;15;Product 15;Electronics;Subcat A;Brand W;97;97;Customer 97;California;Female;36-45;2;Mobile App;2974.38;6;5;5.00;f
252;2023-09-09;2023;3;9;36;9;35;35;Product 35;Electronics;Subcat C;Brand W;61;61;Customer 61;California;Female;26-35;2;Mobile App;2006.68;4;5;5.00;f
264;2023-09-21;2023;3;9;38;21;35;35;Product 35;Electronics;Subcat C;Brand W;21;21;Customer 21;California;Female;26-35;2;Mobile App;1055.90;5;5;5.00;f
213;2023-08-01;2023;3;8;31;1;10;10;Product 10;Electronics;Subcat B;Brand Z;61;61;Customer 61;California;Female;26-35;1;Website;5534.21;11;5;5.00;f
141;2023-05-21;2023;2;5;20;21;30;30;Product 30;Electronics;Subcat A;Brand Z;33;33;Customer 33;California;Female;46-55;2;Mobile App;6227.10;11;5;5.00;f
283;2023-10-10;2023;4;10;41;10;50;50;Product 50;Electronics;Subcat C;Brand Z;13;13;Customer 13;California;Female;46-55;1;Website;1085.12;4;5;5.00;f
316;2023-11-12;2023;4;11;45;12;45;45;Product 45;Electronics;Subcat A;Brand Y;17;17;Customer 17;California;Female;36-45;2;Mobile App;2797.92;9;5;5.00;f
75;2023-03-16;2023;1;3;11;16;15;15;Product 15;Electronics;Subcat A;Brand W;37;37;Customer 37;California;Female;36-45;1;Website;1675.24;7;5;5.00;t
154;2023-06-03;2023;2;6;22;3;30;30;Product 30;Electronics;Subcat A;Brand Z;85;85;Customer 85;California;Female;18-25;2;Mobile App;596.17;1;5;5.00;f
241;2023-08-29;2023;3;8;35;29;20;20;Product 20;Electronics;Subcat C;Brand X;53;53;Customer 53;California;Female;46-55;1;Website;1741.65;3;5;5.00;f
106;2023-04-16;2023;2;4;15;16;30;30;Product 30;Electronics;Subcat A;Brand Z;17;17;Customer 17;California;Female;36-45;1;Website;1706.60;7;5;5.00;f
23;2023-01-23;2023;1;1;4;23;40;40;Product 40;Electronics;Subcat B;Brand X;1;1;Customer 1;California;Female;26-35;1;Website;412.92;2;5;5.00;f
249;2023-09-06;2023;3;9;36;6;20;20;Product 20;Electronics;Subcat C;Brand X;57;57;Customer 57;California;Female;36-45;1;Website;2488.50;9;5;5.00;f
333;2023-11-29;2023;4;11;48;29;15;15;Product 15;Electronics;Subcat A;Brand W;41;41;Customer 41;California;Female;26-35;2;Mobile App;1975.82;7;5;5.00;f
9;2023-01-09;2023;1;1;2;9;45;45;Product 45;Electronics;Subcat A;Brand Y;41;41;Customer 41;California;Female;26-35;2;Mobile App;1708.64;8;5;5.00;f
201;2023-07-20;2023;3;7;29;20;15;15;Product 15;Electronics;Subcat A;Brand W;25;25;Customer 25;California;Female;18-25;2;Mobile App;2693.70;5;5;5.00;f
364;2023-12-30;2023;4;12;52;30;20;20;Product 20;Electronics;Subcat C;Brand X;45;45;Customer 45;California;Female;18-25;1;Website;5165.76;8;5;5.00;f
346;2023-12-12;2023;4;12;50;12;15;15;Product 15;Electronics;Subcat A;Brand W;33;33;Customer 33;California;Female;46-55;2;Mobile App;6268.68;11;5;5.00;f
336;2023-12-02;2023;4;12;48;2;20;20;Product 20;Electronics;Subcat C;Brand X;73;73;Customer 73;California;Female;46-55;1;Website;735.66;9;5;5.00;f
347;2023-12-13;2023;4;12;50;13;25;25;Product 25;Electronics;Subcat B;Brand Y;21;21;Customer 21;California;Female;26-35;2;Mobile App;1544.24;4;5;5.00;f
336;2023-12-02;2023;4;12;48;2;15;15;Product 15;Electronics;Subcat A;Brand W;33;33;Customer 33;California;Female;46-55;2;Mobile App;8773.80;10;5;5.00;f
364;2023-12-30;2023;4;12;52;30;30;30;Product 30;Electronics;Subcat A;Brand Z;13;13;Customer 13;California;Female;46-55;1;Website;1123.46;2;5;5.00;f
300;2023-10-27;2023;4;10;43;27;26;26;Product 26;Clothing;Subcat C;Brand Z;17;17;Customer 17;California;Female;36-45;1;Website;1668.06;3;4;3.79;t
113;2023-04-23;2023;2;4;16;23;26;26;Product 26;Clothing;Subcat C;Brand Z;77;77;Customer 77;California;Female;36-45;2;Mobile App;2102.80;10;3;3.38;t
206;2023-07-25;2023;3;7;30;25;26;26;Product 26;Clothing;Subcat C;Brand Z;41;41;Customer 41;California;Female;26-35;2;Mobile App;726.20;5;2;4.30;t
